"","true_like","ml_like","ml_X1","ml_X2","ml_X3","ml_X4","true_X1","true_X2","true_X3","true_X4","M","N","z","run","seed","p","nbio","nevents"
"sub.1049",-181.642283842248,-181.642283842248,2,2,2,1,2,2,2,1,100,4,11,16,1610095411,0.95,3,2
"sub.1177",-158.041243974376,-158.041243974376,2,1,1,2,2,1,1,2,100,4,12,16,1610095412,0.95,3,2
"sub.1251",-190.44540633332,-190.44540633332,3,1,1,2,3,1,1,2,100,4,13,16,1610095413,0.95,3,2
"sub.1349",-169.475582578922,-169.475582578922,1,3,2,3,1,3,2,3,100,4,14,16,1610095414,0.95,3,2
"sub.1449",-212.117118997711,-212.117118997711,1,3,2,4,1,3,2,4,100,4,15,16,1610095415,0.95,3,2
"sub.1549",-204.387561229175,-204.387561229175,1,3,2,4,1,3,2,4,100,4,16,16,1610095416,0.95,3,2
"sub.1649",-184.419561908774,-184.419561908774,2,2,3,1,2,2,3,1,100,4,17,16,1610095417,0.95,3,2
"sub.1749",-191.194838416433,-191.194838416433,1,2,3,2,1,2,3,2,100,4,18,16,1610095418,0.95,3,2
"sub.1849",-159.051101722574,-159.051101722574,1,1,1,2,1,1,1,2,100,4,19,16,1610095419,0.95,3,2
"sub.1949",-186.254769863267,-186.254769863267,2,1,2,1,2,1,2,1,100,4,20,16,1610095420,0.95,3,2
"sub50",-195.859352569952,-195.859352569952,1,2,1,3,1,2,1,3,100,4,1,17,171009541,0.95,3,2
"sub.1178",-170.977838138274,-170.977838138274,1,1,1,2,1,1,1,2,100,4,2,17,171009542,0.95,3,2
"sub.250",-183.88524398548,-183.88524398548,2,2,3,1,2,2,3,1,100,4,3,17,171009543,0.95,3,2
"sub.350",-156.407621005175,-156.407621005175,2,2,2,1,2,2,2,1,100,4,4,17,171009544,0.95,3,2
"sub.450",-190.268066862832,-190.268066862832,1,2,3,1,1,2,3,1,100,4,5,17,171009545,0.95,3,2
"sub.550",-210.491762753267,-210.491762753267,1,2,3,3,1,2,3,3,100,4,6,17,171009546,0.95,3,2
"sub.650",-185.371587785157,-185.371587785157,1,3,2,1,1,3,2,1,100,4,7,17,171009547,0.95,3,2
"sub.750",-147.289631764199,-147.289631764199,1,1,1,1,1,1,1,1,100,4,8,17,171009548,0.95,3,2
"sub.850",-213.719800181137,-213.719800181137,2,3,1,3,2,3,1,3,100,4,9,17,171009549,0.95,3,2
"sub.950",-194.131415984783,-194.131415984783,2,3,1,2,2,3,1,2,100,4,10,17,1710095410,0.95,3,2
"sub.1050",-190.642177201233,-190.642177201233,1,2,3,2,1,2,3,2,100,4,11,17,1710095411,0.95,3,2
"sub.1179",-163.564469464416,-163.564469464416,1,1,1,1,1,1,1,1,100,4,12,17,1710095412,0.95,3,2
"sub.1252",-191.65399947338,-191.65399947338,2,3,3,1,2,3,3,1,100,4,13,17,1710095413,0.95,3,2
"sub.1350",-180.684706286408,-180.684706286408,1,2,3,3,1,2,3,3,100,4,14,17,1710095414,0.95,3,2
"sub.1450",-176.549535050893,-176.549535050893,1,2,1,2,1,2,1,2,100,4,15,17,1710095415,0.95,3,2
"sub.1550",-210.804669351955,-210.804669351955,2,3,4,1,2,3,4,1,100,4,16,17,1710095416,0.95,3,2
"sub.1650",-190.138605576356,-190.138605576356,1,3,2,3,1,3,2,3,100,4,17,17,1710095417,0.95,3,2
"sub.1750",-176.211654365486,-176.211654365486,2,1,2,2,2,1,2,2,100,4,18,17,1710095418,0.95,3,2
"sub.1850",-218.298797781492,-218.298797781492,1,3,2,4,1,3,2,4,100,4,19,17,1710095419,0.95,3,2
"sub.1950",-184.177866702697,-184.177866702697,1,1,3,2,1,1,3,2,100,4,20,17,1710095420,0.95,3,2
"sub51",-184.133485595008,-184.133485595008,1,2,2,2,1,2,2,2,100,4,1,18,181009541,0.95,2,2
"sub.1180",-193.775073860391,-193.775073860391,1,3,2,4,1,3,2,4,100,4,2,18,181009542,0.95,2,2
"sub.251",-182.154351275229,-182.154351275229,2,3,3,1,2,3,3,1,100,4,3,18,181009543,0.95,2,2
"sub.351",-198.599873375517,-198.599873375517,1,4,2,3,1,4,2,3,100,4,4,18,181009544,0.95,2,2
"sub.451",-201.476716075314,-201.476716075314,1,4,2,3,1,4,2,3,100,4,5,18,181009545,0.95,2,2
"sub.551",-214.997116679656,-214.997116679656,1,3,4,2,1,3,4,2,100,4,6,18,181009546,0.95,2,2
"sub.651",-169.791490187991,-169.791490187991,1,2,2,1,1,2,2,1,100,4,7,18,181009547,0.95,2,2
"sub.751",-161.233417754928,-161.233417754928,2,2,1,2,2,2,1,2,100,4,8,18,181009548,0.95,2,2
"sub.851",-169.498979648713,-169.498979648713,1,2,2,2,1,2,2,2,100,4,9,18,181009549,0.95,2,2
"sub.951",-182.555629642512,-182.555629642512,2,3,1,2,2,3,1,2,100,4,10,18,1810095410,0.95,2,2
"sub.1051",-197.768856361288,-197.768856361288,2,1,2,3,2,1,2,3,100,4,11,18,1810095411,0.95,2,2
"sub.1181",-153.362190411568,-153.362190411568,2,1,2,2,2,1,2,2,100,4,12,18,1810095412,0.95,2,2
"sub.1253",-209.32854861597,-209.32854861597,3,1,4,2,3,1,4,2,100,4,13,18,1810095413,0.95,2,2
"sub.1351",-170.105815324405,-170.105815324405,1,2,2,2,1,2,2,2,100,4,14,18,1810095414,0.95,2,2
"sub.1451",-184.522197456948,-184.522197456948,2,1,2,2,2,1,2,2,100,4,15,18,1810095415,0.95,2,2
"sub.1551",-205.785115032587,-205.785115032587,2,3,1,1,2,3,1,1,100,4,16,18,1810095416,0.95,2,2
"sub.1651",-198.635423139688,-198.635423139688,1,2,4,3,1,2,4,3,100,4,17,18,1810095417,0.95,2,2
"sub.1751",-204.87967846004,-204.87967846004,2,3,1,3,2,3,1,3,100,4,18,18,1810095418,0.95,2,2
"sub.1851",-193.511884436782,-193.511884436782,2,3,2,1,2,3,2,1,100,4,19,18,1810095419,0.95,2,2
"sub.1951",-199.394324760546,-199.394324760546,1,3,1,2,1,3,1,2,100,4,20,18,1810095420,0.95,2,2
"sub52",-176.60953688984,-176.60953688984,1,1,1,2,1,1,1,2,100,4,1,19,191009541,0.95,4,1
"sub.1182",-187.63003166875,-187.63003166875,1,2,1,2,1,2,1,2,100,4,2,19,191009542,0.95,4,1
"sub.252",-190.71336640506,-190.71336640506,2,1,1,1,2,1,1,1,100,4,3,19,191009543,0.95,4,1
"sub.352",-167.636688072656,-167.636688072656,2,2,1,2,2,2,1,2,100,4,4,19,191009544,0.95,4,1
"sub.452",-167.068220746686,-167.068220746686,1,2,1,2,1,2,1,2,100,4,5,19,191009545,0.95,4,1
"sub.552",-162.141632436846,-162.141632436846,1,2,2,2,1,2,2,2,100,4,6,19,191009546,0.95,4,1
"sub.652",-162.295455155493,-162.295455155493,2,1,1,1,2,1,1,1,100,4,7,19,191009547,0.95,4,1
"sub.752",-187.335464560399,-187.335464560399,2,3,1,1,2,3,1,1,100,4,8,19,191009548,0.95,4,1
"sub.852",-189.72821537319,-189.72821537319,1,2,2,3,1,2,2,3,100,4,9,19,191009549,0.95,4,1
"sub.952",-204.474862092646,-204.474862092646,1,3,2,4,1,3,2,4,100,4,10,19,1910095410,0.95,4,1
"sub.1052",-171.070240058013,-171.070240058013,1,2,1,2,1,2,1,2,100,4,11,19,1910095411,0.95,4,1
"sub.1183",-168.623643068844,-168.623643068844,2,1,2,1,2,1,2,1,100,4,12,19,1910095412,0.95,4,1
"sub.1254",-195.365383964225,-195.365383964225,4,1,2,3,4,1,2,3,100,4,13,19,1910095413,0.95,4,1
"sub.1352",-198.564429655783,-198.564429655783,3,2,1,3,3,2,1,3,100,4,14,19,1910095414,0.95,4,1
"sub.1452",-173.32842361959,-173.32842361959,1,1,2,2,1,1,2,2,100,4,15,19,1910095415,0.95,4,1
"sub.1552",-189.977579746002,-189.977579746002,2,3,1,4,2,3,1,4,100,4,16,19,1910095416,0.95,4,1
"sub.1652",-170.248636653014,-170.248636653014,1,1,1,2,1,1,1,2,100,4,17,19,1910095417,0.95,4,1
"sub.1752",-166.804661369607,-166.804661369607,1,2,2,2,1,2,2,2,100,4,18,19,1910095418,0.95,4,1
"sub.1852",-213.85177580969,-213.85177580969,1,3,4,2,1,3,4,2,100,4,19,19,1910095419,0.95,4,1
"sub.1952",-206.201525274066,-206.201525274066,3,2,3,1,3,2,3,1,100,4,20,19,1910095420,0.95,4,1
"sub53",-173.402675092046,-173.402675092046,1,1,2,1,1,1,2,1,100,4,1,2,21009541,0.95,3,2
"sub.1184",-164.118972480978,-164.118972480978,1,1,2,1,1,1,2,1,100,4,2,2,21009542,0.95,3,2
"sub.253",-195.966388980418,-195.966388980418,1,3,2,3,1,3,2,3,100,4,3,2,21009543,0.95,3,2
"sub.353",-181.678606915195,-181.678606915195,1,1,1,2,1,1,1,2,100,4,4,2,21009544,0.95,3,2
"sub.453",-205.852783449737,-205.852783449737,1,3,2,2,1,3,2,2,100,4,5,2,21009545,0.95,3,2
"sub.553",-214.012361911258,-214.012361911258,1,3,4,2,1,3,4,2,100,4,6,2,21009546,0.95,3,2
"sub.653",-173.610598012337,-173.610598012337,1,2,1,2,1,2,1,2,100,4,7,2,21009547,0.95,3,2
"sub.753",-153.860614909113,-153.860614909113,1,1,1,1,1,1,1,1,100,4,8,2,21009548,0.95,3,2
"sub.853",-178.272871459438,-178.272871459438,1,1,1,1,1,1,1,1,100,4,9,2,21009549,0.95,3,2
"sub.953",-188.2858241268,-188.2858241268,2,2,3,1,2,2,3,1,100,4,10,2,210095410,0.95,3,2
"sub.1053",-204.623192914117,-204.623192914117,1,2,3,4,1,2,3,4,100,4,11,2,210095411,0.95,3,2
"sub.1185",-164.725676951771,-164.725676951771,2,1,1,1,2,1,1,1,100,4,12,2,210095412,0.95,3,2
"sub.1255",-195.885643345748,-195.885643345748,1,2,3,3,1,2,3,3,100,4,13,2,210095413,0.95,3,2
"sub.1353",-133.956474462987,-133.956474462987,1,1,1,1,1,1,1,1,100,4,14,2,210095414,0.95,3,2
"sub.1453",-202.460840849399,-202.460840849399,3,4,1,2,3,4,1,2,100,4,15,2,210095415,0.95,3,2
"sub.1553",-217.491579215082,-217.491579215082,4,3,2,1,4,3,2,1,100,4,16,2,210095416,0.95,3,2
"sub.1653",-207.065387061532,-207.065387061532,1,3,2,4,1,3,2,4,100,4,17,2,210095417,0.95,3,2
"sub.1753",-198.456616818083,-198.456616818083,2,1,3,2,2,1,3,2,100,4,18,2,210095418,0.95,3,2
"sub.1853",-139.152212914091,-139.152212914091,1,1,1,1,1,1,1,1,100,4,19,2,210095419,0.95,3,2
"sub.1953",-158.237654779492,-158.237654779492,1,2,2,1,1,2,2,1,100,4,20,2,210095420,0.95,3,2
"sub54",-181.622218430876,-181.622218430876,1,2,2,2,1,2,2,2,100,4,1,20,201009541,0.95,4,1
"sub.1186",-164.926073749741,-164.926073749741,2,2,2,1,2,2,2,1,100,4,2,20,201009542,0.95,4,1
"sub.254",-164.672955364369,-164.672955364369,1,2,1,1,1,2,1,1,100,4,3,20,201009543,0.95,4,1
"sub.354",-182.33121715891,-182.33121715891,1,2,2,2,1,2,2,2,100,4,4,20,201009544,0.95,4,1
"sub.454",-196.173308938143,-196.173308938143,4,3,2,1,4,3,2,1,100,4,5,20,201009545,0.95,4,1
"sub.554",-186.016043253067,-186.016043253067,1,2,2,3,1,2,2,3,100,4,6,20,201009546,0.95,4,1
"sub.654",-175.986488196039,-175.986488196039,1,3,1,2,1,3,1,2,100,4,7,20,201009547,0.95,4,1
"sub.754",-182.521425626552,-182.521425626552,1,2,1,2,1,2,1,2,100,4,8,20,201009548,0.95,4,1
"sub.854",-201.369715089129,-201.369715089129,1,4,3,2,1,4,3,2,100,4,9,20,201009549,0.95,4,1
"sub.954",-205.366849741306,-205.366849741306,1,1,2,1,1,1,2,1,100,4,10,20,2010095410,0.95,4,1
"sub.1054",-192.532314170217,-192.532314170217,1,2,3,2,1,2,3,2,100,4,11,20,2010095411,0.95,4,1
"sub.1187",-186.160372934222,-186.160372934222,2,2,1,1,2,2,1,1,100,4,12,20,2010095412,0.95,4,1
"sub.1256",-182.14541997694,-182.14541997694,3,1,2,3,3,1,2,3,100,4,13,20,2010095413,0.95,4,1
"sub.1354",-178.955449775713,-178.955449775713,3,3,1,2,3,3,1,2,100,4,14,20,2010095414,0.95,4,1
"sub.1454",-188.37423660082,-188.37423660082,2,3,1,3,2,3,1,3,100,4,15,20,2010095415,0.95,4,1
"sub.1554",-199.329913016048,-199.329913016048,2,1,2,3,2,1,2,3,100,4,16,20,2010095416,0.95,4,1
"sub.1654",-195.4846145602,-195.4846145602,2,3,1,2,2,3,1,2,100,4,17,20,2010095417,0.95,4,1
"sub.1754",-186.684500911501,-186.684500911501,2,3,1,1,2,3,1,1,100,4,18,20,2010095418,0.95,4,1
"sub.1854",-166.866834452084,-166.866834452084,2,2,2,1,2,2,2,1,100,4,19,20,2010095419,0.95,4,1
"sub.1954",-204.098784616032,-204.098784616032,2,3,1,4,2,3,1,4,100,4,20,20,2010095420,0.95,4,1
"sub55",-158.368731013312,-158.368731013312,1,1,1,1,1,1,1,1,100,4,1,21,211009541,0.95,2,3
"sub.1188",-214.708333048382,-214.708333048382,2,1,3,4,2,1,3,4,100,4,2,21,211009542,0.95,2,3
"sub.255",-145.0355737121,-145.0355737121,1,1,1,1,1,1,1,1,100,4,3,21,211009543,0.95,2,3
"sub.355",-194.235536123047,-194.235536123047,2,1,2,2,2,1,2,2,100,4,4,21,211009544,0.95,2,3
"sub.455",-173.006725066677,-173.006725066677,1,1,2,1,1,1,2,1,100,4,5,21,211009545,0.95,2,3
"sub.555",-186.534051503975,-186.534051503975,3,1,1,2,3,1,1,2,100,4,6,21,211009546,0.95,2,3
"sub.655",-200.366921176267,-200.366921176267,2,1,1,3,2,1,1,3,100,4,7,21,211009547,0.95,2,3
"sub.755",-195.137809864073,-195.137809864073,2,1,2,2,2,1,2,2,100,4,8,21,211009548,0.95,2,3
"sub.855",-166.373712418182,-166.373712418182,1,2,2,1,1,2,2,1,100,4,9,21,211009549,0.95,2,3
"sub.955",-190.557605046473,-190.557605046473,1,2,1,1,1,2,1,1,100,4,10,21,2110095410,0.95,2,3
"sub.1055",-192.42986065529,-192.42986065529,1,1,1,2,1,1,1,2,100,4,11,21,2110095411,0.95,2,3
"sub.1189",-199.950384141858,-199.950384141858,1,1,2,2,1,1,2,2,100,4,12,21,2110095412,0.95,2,3
"sub.1257",-214.707909066542,-214.707909066542,1,4,2,3,1,4,2,3,100,4,13,21,2110095413,0.95,2,3
"sub.1355",-158.286489457701,-158.286489457701,2,1,2,2,2,1,2,2,100,4,14,21,2110095414,0.95,2,3
"sub.1455",-210.657320127408,-210.657320127408,2,3,4,1,2,3,4,1,100,4,15,21,2110095415,0.95,2,3
"sub.1555",-194.482234716537,-194.37604787475,1,2,3,4,1,2,2,3,100,4,16,21,2110095416,0.95,2,3
"sub.1655",-167.206789607828,-167.206789607828,1,2,2,2,1,2,2,2,100,4,17,21,2110095417,0.95,2,3
"sub.1755",-207.645957392131,-207.645957392131,3,4,2,1,3,4,2,1,100,4,18,21,2110095418,0.95,2,3
"sub.1855",-145.723196059005,-145.723196059005,1,1,1,1,1,1,1,1,100,4,19,21,2110095419,0.95,2,3
"sub.1955",-189.214423468085,-189.214423468085,1,2,3,1,1,2,3,1,100,4,20,21,2110095420,0.95,2,3
"sub56",-177.792610300465,-177.792610300465,1,3,2,3,1,3,2,3,100,4,1,3,31009541,0.95,4,1
"sub.1190",-185.450960471615,-185.450960471615,1,1,2,3,1,1,2,3,100,4,2,3,31009542,0.95,4,1
"sub.256",-188.451932222335,-188.451932222335,1,1,2,3,1,1,2,3,100,4,3,3,31009543,0.95,4,1
"sub.356",-180.102974304323,-180.102974304323,1,2,1,2,1,2,1,2,100,4,4,3,31009544,0.95,4,1
"sub.456",-187.565970462335,-187.565970462335,2,3,1,2,2,3,1,2,100,4,5,3,31009545,0.95,4,1
"sub.556",-190.422853786744,-190.422853786744,1,1,3,2,1,1,3,2,100,4,6,3,31009546,0.95,4,1
"sub.656",-201.355149226627,-201.355149226627,2,2,3,1,2,2,3,1,100,4,7,3,31009547,0.95,4,1
"sub.756",-201.078260235564,-201.078260235564,3,3,2,1,3,3,2,1,100,4,8,3,31009548,0.95,4,1
"sub.856",-170.777834955,-170.777834955,2,1,2,2,2,1,2,2,100,4,9,3,31009549,0.95,4,1
"sub.956",-195.522659720006,-195.522659720006,1,2,2,3,1,2,2,3,100,4,10,3,310095410,0.95,4,1
"sub.1056",-156.114672961213,-156.114672961213,1,1,1,1,1,1,1,1,100,4,11,3,310095411,0.95,4,1
"sub.1191",-168.276150490841,-168.276150490841,2,1,1,1,2,1,1,1,100,4,12,3,310095412,0.95,4,1
"sub.1258",-144.347951365195,-144.347951365195,1,1,1,1,1,1,1,1,100,4,13,3,310095413,0.95,4,1
"sub.1356",-198.757459183769,-198.757459183769,1,4,3,2,1,4,3,2,100,4,14,3,310095414,0.95,4,1
"sub.1456",-222.532633211756,-222.532633211756,2,3,2,1,2,3,2,1,100,4,15,3,310095415,0.95,4,1
"sub.1556",-188.377637268045,-188.377637268045,3,2,1,2,3,2,1,2,100,4,16,3,310095416,0.95,4,1
"sub.1656",-187.676170734298,-187.676170734298,2,1,3,3,2,1,3,3,100,4,17,3,310095417,0.95,4,1
"sub.1756",-177.955057529732,-177.955057529732,2,1,1,2,2,1,1,2,100,4,18,3,310095418,0.95,4,1
"sub.1856",-190.708637587045,-190.708637587045,2,2,1,2,2,2,1,2,100,4,19,3,310095419,0.95,4,1
"sub.1956",-181.888186657489,-181.888186657489,2,2,1,2,2,2,1,2,100,4,20,3,310095420,0.95,4,1
"sub57",-195.781732694161,-195.781732694161,1,3,2,3,1,3,2,3,100,4,1,4,41009541,0.95,3,2
"sub.1192",-199.667910442539,-199.667910442539,2,1,3,4,2,1,3,4,100,4,2,4,41009542,0.95,3,2
"sub.257",-168.839566199486,-168.839566199486,2,1,1,2,2,1,1,2,100,4,3,4,41009543,0.95,3,2
"sub.357",-189.973978817958,-189.973978817958,1,2,1,2,1,2,1,2,100,4,4,4,41009544,0.95,3,2
"sub.457",-196.901976944378,-196.901976944378,2,1,3,1,2,1,3,1,100,4,5,4,41009545,0.95,3,2
"sub.557",-191.07272480673,-191.07272480673,2,2,2,1,2,2,2,1,100,4,6,4,41009546,0.95,3,2
"sub.657",-176.825276422123,-176.825276422123,1,1,1,2,1,1,1,2,100,4,7,4,41009547,0.95,3,2
"sub.757",-202.098740937674,-202.098740937674,1,4,2,3,1,4,2,3,100,4,8,4,41009548,0.95,3,2
"sub.857",-205.523135322035,-205.523135322035,1,1,3,2,1,1,3,2,100,4,9,4,41009549,0.95,3,2
"sub.957",-161.079839023214,-161.079839023214,2,2,2,1,2,2,2,1,100,4,10,4,410095410,0.95,3,2
"sub.1057",-208.796514237621,-208.796514237621,2,4,1,3,2,4,1,3,100,4,11,4,410095411,0.95,3,2
"sub.1193",-193.999681339843,-193.999681339843,2,3,1,1,2,3,1,1,100,4,12,4,410095412,0.95,3,2
"sub.1259",-194.058153624106,-194.058153624106,1,3,3,2,1,3,3,2,100,4,13,4,410095413,0.95,3,2
"sub.1357",-184.650567342325,-184.650567342325,1,3,2,1,1,3,2,1,100,4,14,4,410095414,0.95,3,2
"sub.1457",-195.364237364273,-195.364237364273,3,1,2,3,3,1,2,3,100,4,15,4,410095415,0.95,3,2
"sub.1557",-179.526320326973,-179.526320326973,1,2,2,2,1,2,2,2,100,4,16,4,410095416,0.95,3,2
"sub.1657",-176.727842187795,-176.727842187795,2,2,1,2,2,2,1,2,100,4,17,4,410095417,0.95,3,2
"sub.1757",-158.995887941386,-158.995887941386,2,2,2,1,2,2,2,1,100,4,18,4,410095418,0.95,3,2
"sub.1857",-176.410732973517,-176.410732973517,2,1,2,2,2,1,2,2,100,4,19,4,410095419,0.95,3,2
"sub.1957",-178.901147496886,-178.901147496886,1,2,2,2,1,2,2,2,100,4,20,4,410095420,0.95,3,2
"sub58",-198.74706805186,-198.74706805186,2,1,3,2,2,1,3,2,100,4,1,5,51009541,0.95,2,3
"sub.1194",-192.430146702989,-192.430146702989,2,4,3,1,2,4,3,1,100,4,2,5,51009542,0.95,2,3
"sub.258",-172.601221075586,-172.601221075586,1,1,1,2,1,1,1,2,100,4,3,5,51009543,0.95,2,3
"sub.358",-142.093893313095,-142.093893313095,1,1,1,1,1,1,1,1,100,4,4,5,51009544,0.95,2,3
"sub.458",-156.114672961213,-156.114672961213,1,1,1,1,1,1,1,1,100,4,5,5,51009545,0.95,2,3
"sub.558",-201.619623477592,-201.619623477592,3,2,1,3,3,2,1,3,100,4,6,5,51009546,0.95,2,3
"sub.658",-187.200018579342,-187.200018579342,3,2,3,1,3,2,3,1,100,4,7,5,51009547,0.95,2,3
"sub.758",-170.059534359653,-170.059534359653,2,1,2,2,2,1,2,2,100,4,8,5,51009548,0.95,2,3
"sub.858",-200.057595559646,-200.057595559646,3,4,1,2,3,4,1,2,100,4,9,5,51009549,0.95,2,3
"sub.958",-194.461429276305,-194.461429276305,1,2,3,3,1,2,3,3,100,4,10,5,510095410,0.95,2,3
"sub.1058",-183.800446958705,-183.800446958705,1,2,3,3,1,2,3,3,100,4,11,5,510095411,0.95,2,3
"sub.1195",-183.440971164599,-183.440971164599,3,1,2,3,3,1,2,3,100,4,12,5,510095412,0.95,2,3
"sub.1260",-181.085158966184,-181.085158966184,2,1,2,1,2,1,2,1,100,4,13,5,510095413,0.95,2,3
"sub.1358",-194.12879551451,-194.12879551451,2,1,2,3,2,1,2,3,100,4,14,5,510095414,0.95,2,3
"sub.1458",-203.44283351545,-203.44283351545,2,3,1,1,2,3,1,1,100,4,15,5,510095415,0.95,2,3
"sub.1558",-204.171332567014,-204.171332567014,1,4,2,3,1,4,2,3,100,4,16,5,510095416,0.95,2,3
"sub.1658",-198.908921552671,-198.908921552671,1,3,2,3,1,3,2,3,100,4,17,5,510095417,0.95,2,3
"sub.1758",-210.35630303312,-210.35630303312,1,2,3,4,1,2,3,4,100,4,18,5,510095418,0.95,2,3
"sub.1858",-196.22194752187,-196.22194752187,3,1,2,3,3,1,2,3,100,4,19,5,510095419,0.95,2,3
"sub.1958",-200.281311856079,-200.281311856079,1,2,3,3,1,2,3,3,100,4,20,5,510095420,0.95,2,3
"sub59",-199.928376379417,-199.928376379417,1,1,2,2,1,1,2,2,100,4,1,6,61009541,0.95,2,3
"sub.1196",-188.377637268045,-188.377637268045,3,2,2,1,3,2,2,1,100,4,2,6,61009542,0.95,2,3
"sub.259",-169.877014205228,-169.877014205228,1,1,1,2,1,1,1,2,100,4,3,6,61009543,0.95,2,3
"sub.359",-202.950164547626,-202.950164547626,3,2,1,1,3,2,1,1,100,4,4,6,61009544,0.95,2,3
"sub.459",-192.772016860771,-192.772016860771,1,1,1,2,1,1,1,2,100,4,5,6,61009545,0.95,2,3
"sub.559",-196.658292990344,-196.658292990344,1,2,2,3,1,2,2,3,100,4,6,6,61009546,0.95,2,3
"sub.659",-207.577181179858,-207.577181179858,4,1,2,3,4,1,2,3,100,4,7,6,61009547,0.95,2,3
"sub.759",-197.269963127528,-197.269963127528,3,2,2,1,3,2,2,1,100,4,8,6,61009548,0.95,2,3
"sub.859",-164.63808168626,-164.63808168626,1,1,2,1,1,1,2,1,100,4,9,6,61009549,0.95,2,3
"sub.959",-175.320949255817,-175.320949255817,2,2,1,2,2,2,1,2,100,4,10,6,610095410,0.95,2,3
"sub.1059",-200.569148766198,-200.569148766198,1,1,2,3,1,1,2,3,100,4,11,6,610095411,0.95,2,3
"sub.1197",-182.550760933963,-182.550760933963,1,2,2,2,1,2,2,2,100,4,12,6,610095412,0.95,2,3
"sub.1261",-164.490281411749,-164.490281411749,1,1,1,2,1,1,1,2,100,4,13,6,610095413,0.95,2,3
"sub.1359",-165.145342833088,-165.145342833088,1,2,2,2,1,2,2,2,100,4,14,6,610095414,0.95,2,3
"sub.1459",-164.114381008816,-164.114381008816,1,1,2,1,1,1,2,1,100,4,15,6,610095415,0.95,2,3
"sub.1559",-180.880239716763,-180.880239716763,2,1,2,1,2,1,2,1,100,4,16,6,610095416,0.95,2,3
"sub.1659",-190.566512270462,-190.566512270462,3,3,1,2,3,3,1,2,100,4,17,6,610095417,0.95,2,3
"sub.1759",-191.204270441711,-191.204270441711,1,2,3,3,1,2,3,3,100,4,18,6,610095418,0.95,2,3
"sub.1859",-186.497481049609,-186.497481049609,2,3,1,3,2,3,1,3,100,4,19,6,610095419,0.95,2,3
"sub.1959",-193.974514129096,-193.974514129096,1,2,3,4,1,2,3,4,100,4,20,6,610095420,0.95,2,3
"sub60",-172.857075641677,-172.857075641677,2,1,1,1,2,1,1,1,100,4,1,7,71009541,0.95,3,2
"sub.1198",-179.089893005217,-179.089893005217,2,2,1,1,2,2,1,1,100,4,2,7,71009542,0.95,3,2
"sub.260",-187.586134164714,-187.586134164714,3,2,3,1,3,2,3,1,100,4,3,7,71009543,0.95,3,2
"sub.360",-198.997912568886,-198.997912568886,3,1,1,2,3,1,1,2,100,4,4,7,71009544,0.95,3,2
"sub.460",-196.338759068899,-196.338759068899,1,3,2,4,1,3,2,4,100,4,5,7,71009545,0.95,3,2
"sub.560",-159.743975707122,-159.743975707122,1,1,1,1,1,1,1,1,100,4,6,7,71009546,0.95,3,2
"sub.660",-184.430043789863,-184.430043789863,3,2,1,2,3,2,1,2,100,4,7,7,71009547,0.95,3,2
"sub.760",-182.167115305779,-182.167115305779,1,3,1,2,1,3,1,2,100,4,8,7,71009548,0.95,3,2
"sub.860",-179.821836700507,-179.821836700507,1,3,1,2,1,3,1,2,100,4,9,7,71009549,0.95,3,2
"sub.960",-200.605759377576,-200.605759377576,3,2,2,1,3,2,2,1,100,4,10,7,710095410,0.95,3,2
"sub.1060",-164.832825090971,-164.832825090971,2,2,1,2,2,2,1,2,100,4,11,7,710095411,0.95,3,2
"sub.1199",-182.873658850124,-182.873658850124,2,4,3,1,2,4,3,1,100,4,12,7,710095412,0.95,3,2
"sub.1262",-181.621162650733,-181.621162650733,2,1,1,1,2,1,1,1,100,4,13,7,710095413,0.95,3,2
"sub.1360",-202.331703515472,-202.331703515472,1,3,4,2,1,3,4,2,100,4,14,7,710095414,0.95,3,2
"sub.1460",-174.471702554064,-174.471702554064,1,2,2,3,1,2,2,3,100,4,15,7,710095415,0.95,3,2
"sub.1560",-182.181580015819,-182.181580015819,1,1,1,2,1,1,1,2,100,4,16,7,710095416,0.95,3,2
"sub.1660",-179.784401333721,-179.784401333721,1,2,1,2,1,2,1,2,100,4,17,7,710095417,0.95,3,2
"sub.1760",-193.523340792341,-193.523340792341,1,2,1,3,1,2,1,3,100,4,18,7,710095418,0.95,3,2
"sub.1860",-172.857875152978,-172.857875152978,1,2,1,1,1,2,1,1,100,4,19,7,710095419,0.95,3,2
"sub.1960",-147.977254111104,-147.977254111104,1,1,1,1,1,1,1,1,100,4,20,7,710095420,0.95,3,2
"sub61",-166.451223094897,-166.451223094897,2,2,1,1,2,2,1,1,100,4,1,8,81009541,0.95,2,3
"sub.1200",-143.66032901829,-143.66032901829,1,1,1,1,1,1,1,1,100,4,2,8,81009542,0.95,2,3
"sub.261",-206.643729703314,-206.643729703314,2,1,3,4,2,1,3,4,100,4,3,8,81009543,0.95,2,3
"sub.361",-142.093893313095,-142.093893313095,1,1,1,1,1,1,1,1,100,4,4,8,81009544,0.95,2,3
"sub.461",-159.056353360217,-159.056353360217,1,1,1,1,1,1,1,1,100,4,5,8,81009545,0.95,2,3
"sub.561",-205.854192275892,-205.854192275892,1,3,4,2,1,3,4,2,100,4,6,8,81009546,0.95,2,3
